column,dtype_actual,semantic_role,feature_block,measurement_level,grain,unit,source_dataset,source_column,derivation_formula,null_policy,zero_policy,valid_min,valid_max,is_identifier,is_target_candidate,is_denominator,is_context,is_quality_metadata,model_default_active,review_required,notes
fulltime_faculty_share_pct,Float32,department_structure_feature,B,school_department,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D01_v2,fulltime_faculty_share_pct,fulltime_faculty_n / (fulltime_faculty_n + nonfulltime_faculty_n) * 100 where faculty total > 0,feature candidate; impute only inside train-fitted preprocessing,0 is valid if source definition allows; range audited,0.0,100.0,False,False,False,True,False,True,False,candidate_feature_or_context
log_enrolled_students,Float32,count_or_denominator_candidate,DENOM,school_department,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,count,D01_v2,log_enrolled_students,log1p(enrolled_students_n),count/denominator candidate; null not imputed before split,observed 0 is a true zero; denominator use requires >0 check,0.0,9.480901718139648,False,False,True,True,False,True,False,candidate_feature_or_context
log_graduates,Float32,count_or_denominator_candidate,DENOM,school_department,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,count,D01_v2,log_graduates,log1p(graduates_n),count/denominator candidate; null not imputed before split,observed 0 is a true zero; denominator use requires >0 check,0.0,8.089482307434082,False,False,True,True,False,True,False,candidate_feature_or_context
school_uid,str,identifier_or_label,K,department,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,id_or_label,D01_v2,school_uid,,"identifier/metadata; nulls audited, not imputed",not numeric or not applicable,,,True,False,False,False,False,False,False,candidate_feature_or_context
major_group_7,str,stratification_feature,S0,school_department,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,category,D01_v2,major_group_7,,feature candidate; impute only inside train-fitted preprocessing,not numeric or not applicable,,,False,False,False,True,False,True,False,candidate_feature_or_context
major7_mapping_method,str,match_or_review_metadata,QUALITY,row_quality,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,metadata,D03_v2,major7_mapping_method,,"identifier/metadata; nulls audited, not imputed",not numeric or not applicable,,,False,False,False,False,True,False,False,candidate_feature_or_context
major7_mapping_confidence,str,match_or_review_metadata,QUALITY,row_quality,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,metadata,D03_v2,major7_mapping_confidence,,"identifier/metadata; nulls audited, not imputed",not numeric or not applicable,,,False,False,False,False,True,False,False,candidate_feature_or_context
major7_candidate_count,int64,match_or_review_metadata,QUALITY,row_quality,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,metadata,D03_v2,major7_candidate_count,,"identifier/metadata; nulls audited, not imputed",not numeric or not applicable,0.0,4.0,False,False,False,False,True,False,False,candidate_feature_or_context
major7_review_needed,bool,match_or_review_metadata,QUALITY,row_quality,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,metadata,D03_v2,major7_review_needed,,"identifier/metadata; nulls audited, not imputed",not numeric or not applicable,0.0,1.0,False,False,False,False,True,False,False,identifier_label_or_qa_metadata
major7_evidence,str,match_or_review_metadata,QUALITY,row_quality,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,metadata,D03_v2,major7_evidence,,"identifier/metadata; nulls audited, not imputed",not numeric or not applicable,,,False,False,False,False,True,False,False,identifier_label_or_qa_metadata
major7_sample_exclusion_rule,str,feature_candidate,OTHER,department,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,category,D03_v2,major7_sample_exclusion_rule,,feature candidate; impute only inside train-fitted preprocessing,not numeric or not applicable,,,False,False,False,False,False,False,True,Unclassified by source registry and local semantics; manual review required.
has_structure_context,boolean,sample_observation_flag,QUALITY,row_quality,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,flag,D03_v2,has_structure_context,,"identifier/metadata; nulls audited, not imputed",False/0 is a valid category,0.0,1.0,False,False,False,False,True,False,False,candidate_feature_or_context
has_major_group_7_high_medium,boolean,sample_observation_flag,QUALITY,row_quality,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,flag,D03_v2,has_major_group_7_high_medium,,"identifier/metadata; nulls audited, not imputed",False/0 is a valid category,0.0,1.0,False,False,False,False,True,False,False,candidate_feature_or_context
row_qa_status,str,match_or_review_metadata,QUALITY,row_quality,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,metadata,D03_v2,row_qa_status,,"identifier/metadata; nulls audited, not imputed",not numeric or not applicable,,,False,False,False,False,True,False,False,candidate_feature_or_context
ctx24_reference_sample_n,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,count_or_numeric,D04_v2,reference_sample_n,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,observed 0 is a true zero; denominator use requires >0 check,15498.0,72776.0,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_mean_income_10kkrw,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,count_or_numeric,D04_v2,mean_income_10kkrw,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,observed 0 is a true zero; denominator use requires >0 check,234.6999969482422,328.1000061035156,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_median_income_10kkrw,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,count_or_numeric,D04_v2,median_income_10kkrw,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,observed 0 is a true zero; denominator use requires >0 check,217.5,290.0,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_income_300plus_pct,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D04_v2,income_300plus_pct,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,13.426554679870605,46.69533920288086,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_income_400plus_pct,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D04_v2,income_400plus_pct,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,4.8919477462768555,23.57233238220215,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_large_company_pct,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D04_v2,large_company_pct,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,1.6036404371261597,21.148454666137695,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_mid_company_pct,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D04_v2,mid_company_pct,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,0.9928456544876099,11.050346374511719,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_small_company_pct,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D04_v2,small_company_pct,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,15.931087493896484,70.78858184814453,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_large_mid_company_pct,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D04_v2,large_mid_company_pct,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,2.5964860916137695,32.19880294799805,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_public_nonprofit_pct,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D04_v2,public_nonprofit_pct,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,13.89469051361084,48.722415924072266,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_cert_rate_pct,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D04_v2,cert_rate_pct,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,25.100000381469727,60.900001525878906,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_cert_per_person,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,count_or_numeric,D04_v2,cert_per_person,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,observed 0 is a true zero; denominator use requires >0 check,0.41395336389541626,1.425703525543213,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_log10_mean_income,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,count_or_numeric,D04_v2,log10_mean_income,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,observed 0 is a true zero; denominator use requires >0 check,2.3705132007598877,2.5160062313079834,False,False,False,True,False,True,False,candidate_feature_or_context
ctx24_industry_top3_pct,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D04_v2,industry_top3_pct,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,,,False,False,False,True,False,False,True,All-null in candidate handoff; disabled by feature registry.
ctx24_industry_hhi,Float32,major7_2024_context,C24,major7_year,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,count_or_numeric,D04_v2,industry_hhi,major_group_7 keyed 2024 wage/job-cert context merge,context; null means major7 context unavailable; no full-data imputation,observed 0 is a true zero; denominator use requires >0 check,,,False,False,False,True,False,False,True,All-null in candidate handoff; disabled by feature registry.
goms_profile_start_year,Int16,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,profile_start_year,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,2017.0,2017.0,False,False,False,True,False,True,False,candidate_feature_or_context
goms_profile_end_year,Int16,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,profile_end_year,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,2019.0,2019.0,False,False,False,True,False,True,False,candidate_feature_or_context
goms_profile_years_n,Int16,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,profile_years_n,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,3.0,3.0,False,False,False,True,False,True,False,candidate_feature_or_context
goms_aggregation_method,category,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,aggregation_method,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,,,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_employment_rate_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_employment_rate_pct,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,64.40062713623047,83.63194274902344,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_firm_300plus_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_firm_300plus_pct,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,4.769505023956299,34.586936950683594,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_public_nonprofit_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_public_nonprofit_pct,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,16.41835594177246,62.42374801635742,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_permanent_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_permanent_pct,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,63.287960052490234,88.36591339111328,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_unstable_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_unstable_pct,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,10.131061553955078,26.0556640625,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_self_employed_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_self_employed_pct,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,1.1710143089294434,10.322768211364746,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_industry_hhi,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,recent_industry_hhi,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,0.08301936089992523,0.6168563365936279,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_industry_top3_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_industry_top3_pct,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,33.00703811645508,86.04969787597656,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_professional_highskill_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_professional_highskill_pct,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,23.923974990844727,88.55696868896484,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_mean_income_10kkrw,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,recent_mean_income_10kkrw,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,189.76112365722656,261.694091796875,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_weekly_work_hours,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,recent_weekly_work_hours,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,39.00833511352539,44.96006774902344,False,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_hourly_income_proxy,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,recent_hourly_income_proxy,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,1.1207419633865356,1.3403993844985962,False,False,False,True,False,True,False,candidate_feature_or_context
goms_income_trend_per_year,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,income_trend_per_year,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,3.1109890937805176,5.240109443664551,False,False,False,True,False,True,False,candidate_feature_or_context
goms_hours_trend_per_year,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,hours_trend_per_year,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,-0.5456044673919678,-0.31758248805999756,False,False,False,True,False,True,False,candidate_feature_or_context
goms_firm_300plus_trend_per_year,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,firm_300plus_trend_per_year,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,-0.19010989367961884,0.21868132054805756,False,False,False,True,False,True,False,candidate_feature_or_context
goms_permanent_trend_per_year,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,permanent_trend_per_year,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,-0.7362634539604187,-0.1532965898513794,False,False,False,True,False,True,False,candidate_feature_or_context
goms_latest_2019_mean_income_10kkrw,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,latest_2019_mean_income_10kkrw,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,192.6999969482422,271.79998779296875,False,False,False,True,False,True,False,candidate_feature_or_context
goms_latest_2019_weekly_work_hours,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,latest_2019_weekly_work_hours,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,37.599998474121094,44.79999923706055,False,False,False,True,False,True,False,candidate_feature_or_context
goms_latest_2019_firm_300plus_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,latest_2019_firm_300plus_pct,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,4.699999809265137,37.20000076293945,False,False,False,True,False,True,False,candidate_feature_or_context
goms_latest_2019_permanent_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,latest_2019_permanent_pct,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,0 is valid if source definition allows; range audited,63.099998474121094,89.69999694824219,False,False,False,True,False,True,False,candidate_feature_or_context
goms_source_years_observed,Int16,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,source_years_observed,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,3.0,3.0,False,False,False,True,False,False,False,identifier_label_or_qa_metadata
goms_year_over_year_review_flag,boolean,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,year_over_year_review_flag,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,0.0,1.0,False,False,False,True,False,False,False,identifier_label_or_qa_metadata
goms_mapping_confidence,category,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,mapping_confidence,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,,,False,False,False,True,False,True,False,candidate_feature_or_context
goms_row_qa_status,category,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,row_qa_status,major_group_7 keyed historical GOMS recent profile merge,context; null means major7 context unavailable; no full-data imputation,not numeric or not applicable,,,False,False,False,True,False,True,False,candidate_feature_or_context
