outcome_row_id,school_uid,split,has_structure_context,has_major_group_7_high_medium,has_ctx24_context,has_goms_context,sample_GRADE_ALL,sample_GRADE_ALL_with_structure,sample_GRADE_SELECTIVITY,sample_GRADE_SELECTIVITY_with_structure,sample_EMPLOYMENT_HEALTH,sample_EMPLOYMENT_HEALTH_with_structure,sample_PROGRESSION_GRADSCHOOL,sample_PROGRESSION_GRADSCHOOL_with_structure,sample_JOINT_EMP_PROG,sample_JOINT_EMP_PROG_with_structure
OC2024_01117,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01118,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01119,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01120,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01121,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01122,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01123,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01124,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01125,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01126,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01127,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01128,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01129,SCH_bd24ab6964ce,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_01130,SCH_bd24ab6964ce,train,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_01131,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01132,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01133,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01134,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01135,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01136,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01137,SCH_bd24ab6964ce,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01138,SCH_bd24ab6964ce,train,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_01139,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01140,SCH_bd24ab6964ce,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01141,SCH_bd24ab6964ce,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01142,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01143,SCH_bd24ab6964ce,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01144,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01145,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01146,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01147,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01148,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01149,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01150,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01151,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01152,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01153,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01154,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01155,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01156,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01157,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01158,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01159,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01160,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01161,SCH_bd24ab6964ce,train,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_01162,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01163,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01164,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01165,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01166,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01167,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01168,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01169,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01170,SCH_bd24ab6964ce,train,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_01171,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01172,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01173,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01174,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01175,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01176,SCH_bd24ab6964ce,train,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01177,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01178,SCH_bd24ab6964ce,train,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_01179,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01180,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01181,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01182,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01183,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01184,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01185,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01186,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01187,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01188,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01189,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01190,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01191,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01192,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01193,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01194,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01195,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01196,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01197,SCH_bd24ab6964ce,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_01198,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01199,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01200,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01201,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01202,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01203,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01204,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01205,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01206,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01207,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01208,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01209,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01210,SCH_bd24ab6964ce,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01211,SCH_bd24ab6964ce,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01212,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01213,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01214,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01215,SCH_ae0579c61fd2,train,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01216,SCH_ae0579c61fd2,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01217,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01218,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01219,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01220,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01221,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01222,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01223,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01224,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01225,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01226,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01227,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01228,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01229,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01230,SCH_ae0579c61fd2,train,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_01231,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01232,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01233,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01234,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01235,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01236,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01237,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01238,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01239,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01240,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01241,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01242,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01243,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01244,SCH_ae0579c61fd2,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01245,SCH_ae0579c61fd2,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01246,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01247,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01248,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01249,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01250,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01251,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01252,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01253,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01254,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01255,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01256,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01257,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01258,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01259,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01260,SCH_ae0579c61fd2,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01261,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01262,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01263,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01264,SCH_ae0579c61fd2,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01265,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01266,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01267,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01268,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01269,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01270,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01271,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01272,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01273,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01274,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01275,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01276,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01277,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01278,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01279,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01280,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01281,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01282,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01283,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01284,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01285,SCH_ae0579c61fd2,train,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01286,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01287,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01288,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01289,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01290,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01291,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01292,SCH_ae0579c61fd2,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01293,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01294,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01295,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01296,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01297,SCH_ae0579c61fd2,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01298,SCH_fc474c91d6f5,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01299,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01300,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01301,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01302,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01303,SCH_fc474c91d6f5,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_01304,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01305,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01306,SCH_fc474c91d6f5,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01307,SCH_fc474c91d6f5,train,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01308,SCH_fc474c91d6f5,train,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01309,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01310,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01311,SCH_fc474c91d6f5,train,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01312,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01313,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01314,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01315,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01316,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01317,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01318,SCH_fc474c91d6f5,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01319,SCH_fc474c91d6f5,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01320,SCH_fc474c91d6f5,train,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01321,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01322,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01323,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01324,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01325,SCH_fc474c91d6f5,train,False,True,True,True,True,False,False,False,True,False,True,False,True,False
OC2024_01326,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01327,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01328,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01329,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01330,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01331,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01332,SCH_fc474c91d6f5,train,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01333,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01334,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01335,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01336,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01337,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01338,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01339,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01340,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01341,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01342,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01343,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01344,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01345,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01346,SCH_f2b39b741d67,test,False,True,True,True,True,False,False,False,False,False,False,False,False,False
OC2024_01347,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01348,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01349,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01350,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01351,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01352,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01353,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01354,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01355,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01356,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01357,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01358,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01359,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01360,SCH_f2b39b741d67,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01361,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01362,SCH_1f0dbf8ca0ee,test,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01363,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01364,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01365,SCH_1f0dbf8ca0ee,test,False,True,True,True,True,False,True,False,False,False,False,False,False,False
OC2024_01366,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01367,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01368,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01369,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01370,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,False,False,True,True,True,True,True,True
OC2024_01371,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,False,False,False,False,False,False,False,False
OC2024_01372,SCH_1f0dbf8ca0ee,test,False,True,True,True,True,False,True,False,True,False,True,False,True,False
OC2024_01373,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01374,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01375,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01376,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,True,True,False,False,False,False,False,False
OC2024_01377,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01378,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01379,SCH_1f0dbf8ca0ee,test,True,True,True,True,True,True,True,True,True,True,True,True,True,True
