outcome_row_id,GRADE_COUNT_READY,RETENTION_COUNT_READY,PROGRESSION_COUNT_READY,COUNT_RELATION_VALID,RATE_RECONCILED,DENOMINATOR_VALID
OC2024_02231,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02232,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02233,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02234,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02235,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02236,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02237,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02238,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02239,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02240,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02241,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02242,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02243,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02244,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02245,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02246,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02247,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02248,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02249,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02250,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02251,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02252,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02253,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02254,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02255,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02256,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02257,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02258,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02259,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02260,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02261,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02262,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02263,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02264,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02265,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02266,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02267,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02268,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02269,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02270,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02271,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02272,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02273,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02274,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02275,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02276,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02277,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02278,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02279,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02280,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02281,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02282,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02283,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02284,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02285,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02286,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02287,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02288,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02289,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02290,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02291,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02292,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02293,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02294,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02295,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02296,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02297,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02298,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02299,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02300,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02301,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02302,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02303,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02304,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02305,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02306,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02307,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02308,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02309,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02310,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02311,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02312,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02313,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02314,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02315,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02316,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02317,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02318,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02319,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02320,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02321,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02322,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02323,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02324,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02325,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02326,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02327,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02328,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02329,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02330,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02331,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02332,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02333,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02334,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02335,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02336,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02337,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02338,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02339,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02340,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02341,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02342,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02343,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02344,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02345,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02346,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02347,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02348,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02349,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02350,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02351,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02352,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02353,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02354,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02355,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02356,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02357,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02358,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02359,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02360,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02361,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02362,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02363,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02364,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02365,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02366,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02367,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02368,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02369,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02370,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02371,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02372,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02373,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02374,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02375,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02376,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02377,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02378,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02379,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02380,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02381,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02382,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02383,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02384,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02385,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02386,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02387,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02388,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02389,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02390,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02391,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02392,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02393,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02394,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02395,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02396,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02397,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02398,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02399,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02400,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02401,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02402,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02403,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02404,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02405,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02406,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02407,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02408,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02409,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02410,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02411,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02412,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02413,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02414,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02415,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02416,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02417,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02418,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02419,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02420,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02421,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02422,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02423,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02424,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02425,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02426,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02427,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02428,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02429,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02430,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02431,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02432,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02433,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02434,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02435,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02436,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02437,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02438,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02439,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02440,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02441,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02442,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02443,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02444,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02445,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02446,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02447,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02448,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02449,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02450,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02451,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02452,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02453,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02454,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02455,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02456,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02457,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02458,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02459,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02460,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
OC2024_02461,not_observed,not_observed,not_observed,not_observed,rate_features_reconciled_separately,not_observed_for_grade_retention_progression_counts
