outcome_row_id,headcount_row_id,match_method,match_score,candidate_count,review_needed,match_evidence,candidate_preview,headcount_match_flag,school_name_raw,school_name_std,campus_name_raw,campus_name_std,campus_seq,campus_branch,dept_name_raw,dept_name_std,dept_field_raw,hc_headcount_row_id,hc_school_name_raw,hc_school_name_std,hc_campus_name_raw,hc_campus_name_std,hc_campus_seq,hc_campus_branch,hc_dept_name_raw,hc_dept_name_std,hc_major_group_raw,hc_major_group_7,school_std_match,campus_scope_ok,dept_alt_contains_hc,exact_normalized_validation
OC2024_01020,HC2024_00809,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,융합학부 의생명융합공학전공,True,경북대학교,경북대학교,,unknown,,,융합학부 의생명융합공학전공,융합학부의생명융합공학전공,융합의생명융합공학,HC2024_00809,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,융합학부 의생명융합공학전공,융합학부의생명융합공학전공,의약계열,MED,True,True,True,True
OC2024_01021,HC2024_00813,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,"음악학과(성악전공, 피아노전공, 작곡전공, 관현악전공, 이론전공)",True,경북대학교,경북대학교,,unknown,,,"음악학과(성악전공, 피아노전공, 작곡전공, 관현악전공, 이론전공)",음악학과성악전공피아노전공작곡전공관현악전공이론전공,음악,HC2024_00813,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,"음악학과(성악전공, 피아노전공, 작곡전공, 관현악전공, 이론전공)",음악학과성악전공피아노전공작곡전공관현악전공이론전공,예체능계열,ART,True,True,True,True
OC2024_01022,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,"응용생명과학부 | 응용생명과학부(식물생명과학전공, 환경생명화학전공)",False,경북대학교,경북대학교,,unknown,,,"응용생명과학부(식물생명과학전공, 환경생명화학전공)",응용생명과학부식물생명과학전공환경생명화학전공,응용생명과,,,,,,,,,,,,,True,False,
OC2024_01023,HC2024_00774,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,응용생명과학부 식물생명과학전공,True,경북대학교,경북대학교,,unknown,,,응용생명과학부 식물생명과학전공,응용생명과학부식물생명과학전공,응용생명과식물생명과학,HC2024_00774,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,응용생명과학부 식물생명과학전공,응용생명과학부식물생명과학전공,자연계열,NAT,True,True,True,True
OC2024_01024,HC2024_00780,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,응용생명과학부 응용생물학전공,True,경북대학교,경북대학교,,unknown,,,응용생명과학부 응용생물학전공,응용생명과학부응용생물학전공,응용생명과응용생물학,HC2024_00780,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,응용생명과학부 응용생물학전공,응용생명과학부응용생물학전공,자연계열,NAT,True,True,True,True
OC2024_01025,HC2024_00789,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,응용생명과학부 환경생명화학전공,True,경북대학교,경북대학교,,unknown,,,응용생명과학부 환경생명화학전공,응용생명과학부환경생명화학전공,응용생명과환경생명화학,HC2024_00789,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,응용생명과학부 환경생명화학전공,응용생명과학부환경생명화학전공,자연계열,NAT,True,True,True,True
OC2024_01026,HC2024_00785,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,응용화학과,True,경북대학교,경북대학교,,unknown,,,응용화학과,응용화학과,응용화,HC2024_00785,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,응용화학과,응용화학과,자연계열,NAT,True,True,True,True
OC2024_01027,HC2024_00787,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,응용화학공학부 응용화학전공,True,경북대학교,경북대학교,,unknown,,,응용화학공학부 응용화학전공,응용화학공학부응용화학전공,응용화학공응용화학,HC2024_00787,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,응용화학공학부 응용화학전공,응용화학공학부응용화학전공,자연계열,NAT,True,True,True,True
OC2024_01028,HC2024_00760,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,응용화학공학부 화학공학전공,True,경북대학교,경북대학교,,unknown,,,응용화학공학부 화학공학전공,응용화학공학부화학공학전공,응용화학공화학공학,HC2024_00760,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,응용화학공학부 화학공학전공,응용화학공학부화학공학전공,공학계열,ENG,True,True,True,True
OC2024_01029,HC2024_00816,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,의학과,True,경북대학교,경북대학교,,unknown,,,의학과,의학과,의,HC2024_00816,경북대학교,경북대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,의학과,의학과,의약계열,MED,True,True,True,True
OC2024_01030,HC2024_00796,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,의류학과,True,경북대학교,경북대학교,,unknown,,,의류학과,의류학과,의류,HC2024_00796,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,의류학과,의류학과,자연계열,NAT,True,True,True,True
OC2024_01031,HC2024_00815,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,의예과,True,경북대학교,경북대학교,,unknown,,,의예과,의예과,의예과,HC2024_00815,경북대학교,경북대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,의예과,의예과,의약계열,MED,True,True,True,True
OC2024_01032,HC2024_00707,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,일반사회교육과,True,경북대학교,경북대학교,,unknown,,,일반사회교육과,일반사회교육과,일반사회교육과,HC2024_00707,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,일반사회교육과,일반사회교육과,교육계열,EDU,True,True,True,True
OC2024_01033,HC2024_00667,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,일어일문학과,True,경북대학교,경북대학교,,unknown,,,일어일문학과,일어일문학과,일어일문,HC2024_00667,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,일어일문학과,일어일문학과,인문계열,HUM,True,True,True,True
OC2024_01034,HC2024_00766,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,임산공학과,True,경북대학교,경북대학교,,unknown,,,임산공학과,임산공학과,임산공,HC2024_00766,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,임산공학과,임산공학과,자연계열,NAT,True,True,True,True
OC2024_01035,HC2024_00830,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,자동차공학부,True,경북대학교,경북대학교,,unknown,,,자동차공학부,자동차공학부,자동차공,HC2024_00830,경북대학교,경북대학교,본교(제3캠퍼스),본교_제3캠퍼스,제3캠퍼스,본교,자동차공학부,자동차공학부,공학계열,ENG,True,True,True,True
OC2024_01036,HC2024_00828,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,자동차공학부 지능형자동차전공,True,경북대학교,경북대학교,,unknown,,,자동차공학부 지능형자동차전공,자동차공학부지능형자동차전공,자동차공지능형자동차,HC2024_00828,경북대학교,경북대학교,본교(제3캠퍼스),본교_제3캠퍼스,제3캠퍼스,본교,자동차공학부 지능형자동차전공,자동차공학부지능형자동차전공,공학계열,ENG,True,True,True,True
OC2024_01037,HC2024_00829,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,자동차공학부 친환경자동차전공,True,경북대학교,경북대학교,,unknown,,,자동차공학부 친환경자동차전공,자동차공학부친환경자동차전공,자동차공친환경자동차,HC2024_00829,경북대학교,경북대학교,본교(제3캠퍼스),본교_제3캠퍼스,제3캠퍼스,본교,자동차공학부 친환경자동차전공,자동차공학부친환경자동차전공,공학계열,ENG,True,True,True,True
OC2024_01038,HC2024_00734,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,전기공학과,True,경북대학교,경북대학교,,unknown,,,전기공학과,전기공학과,전기공,HC2024_00734,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,전기공학과,전기공학과,공학계열,ENG,True,True,True,True
OC2024_01039,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,전자공학부 | 전자공학부(인공지능전공),False,경북대학교,경북대학교,,unknown,,,전자공학부 | 전자공학부(인공지능전공),전자공학부전자공학부인공지능전공,전자공,,,,,,,,,,,,,True,False,
OC2024_01040,HC2024_00756,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,전자공학부모바일공학전공,True,경북대학교,경북대학교,,unknown,,,전자공학부모바일공학전공,전자공학부모바일공학전공,전자공모바일공학,HC2024_00756,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,전자공학부모바일공학전공,전자공학부모바일공학전공,공학계열,ENG,True,True,True,True
OC2024_01041,HC2024_00827,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,정밀기계공학과,True,경북대학교,경북대학교,,unknown,,,정밀기계공학과,정밀기계공학과,정밀기계공,HC2024_00827,경북대학교,경북대학교,본교(제3캠퍼스),본교_제3캠퍼스,제3캠퍼스,본교,정밀기계공학과,정밀기계공학과,공학계열,ENG,True,True,True,True
OC2024_01042,HC2024_00695,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,정치외교학과,True,경북대학교,경북대학교,,unknown,,,정치외교학과,정치외교학과,정치외교,HC2024_00695,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,정치외교학과,정치외교학과,사회계열,SOC,True,True,True,True
OC2024_01043,HC2024_00668,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,중어중문학과,True,경북대학교,경북대학교,,unknown,,,중어중문학과,중어중문학과,중어중문,HC2024_00668,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,중어중문학과,중어중문학과,인문계열,HUM,True,True,True,True
OC2024_01044,HC2024_00715,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,지구과학교육과,True,경북대학교,경북대학교,,unknown,,,지구과학교육과,지구과학교육과,지구과학교육과,HC2024_00715,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,지구과학교육과,지구과학교육과,교육계열,EDU,True,True,True,True
OC2024_01045,HC2024_00805,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,"지구시스템과학부(지질학전공, 천문대기과학전공, 해양학전공)",True,경북대학교,경북대학교,,unknown,,,"지구시스템과학부(지질학전공, 천문대기과학전공, 해양학전공)",지구시스템과학부지질학전공천문대기과학전공해양학전공,지구시스템과,HC2024_00805,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,"지구시스템과학부(지질학전공, 천문대기과학전공, 해양학전공)",지구시스템과학부지질학전공천문대기과학전공해양학전공,자연계열,NAT,True,True,True,True
OC2024_01046,HC2024_00806,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,지구시스템과학부 지질학전공,True,경북대학교,경북대학교,,unknown,,,지구시스템과학부 지질학전공,지구시스템과학부지질학전공,지구시스템과지질학,HC2024_00806,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,지구시스템과학부 지질학전공,지구시스템과학부지질학전공,자연계열,NAT,True,True,True,True
OC2024_01047,HC2024_00802,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,지구시스템과학부 천문대기과학전공,True,경북대학교,경북대학교,,unknown,,,지구시스템과학부 천문대기과학전공,지구시스템과학부천문대기과학전공,지구시스템과천문대기과학,HC2024_00802,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,지구시스템과학부 천문대기과학전공,지구시스템과학부천문대기과학전공,자연계열,NAT,True,True,True,True
OC2024_01048,HC2024_00729,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,지구시스템과학부 해양학전공,True,경북대학교,경북대학교,,unknown,,,지구시스템과학부 해양학전공,지구시스템과학부해양학전공,지구시스템과해양학,HC2024_00729,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,지구시스템과학부 해양학전공,지구시스템과학부해양학전공,공학계열,ENG,True,True,True,True
OC2024_01049,HC2024_00803,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,지리학과,True,경북대학교,경북대학교,,unknown,,,지리학과,지리학과,지리,HC2024_00803,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,지리학과,지리학과,자연계열,NAT,True,True,True,True
OC2024_01050,HC2024_00708,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,지리교육과,True,경북대학교,경북대학교,,unknown,,,지리교육과,지리교육과,지리교육과,HC2024_00708,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,지리교육과,지리교육과,교육계열,EDU,True,True,True,True
OC2024_01051,HC2024_00678,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,철학과,True,경북대학교,경북대학교,,unknown,,,철학과,철학과,철,HC2024_00678,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,철학과,철학과,인문계열,HUM,True,True,True,True
OC2024_01052,HC2024_00865,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,체육학과,True,경북대학교,경북대학교,,unknown,,,체육학과,체육학과,체육,HC2024_00865,경북대학교,경북대학교,본교(제3캠퍼스),본교_제3캠퍼스,제3캠퍼스,본교,체육학과,체육학과,예체능계열,ART,True,True,True,True
OC2024_01053,HC2024_00867,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,체육학부 건강운동관리전공,True,경북대학교,경북대학교,,unknown,,,체육학부 건강운동관리전공,체육학부건강운동관리전공,체육건강운동관리,HC2024_00867,경북대학교,경북대학교,본교(제3캠퍼스),본교_제3캠퍼스,제3캠퍼스,본교,체육학부 건강운동관리전공,체육학부건강운동관리전공,예체능계열,ART,True,True,True,True
OC2024_01054,HC2024_00720,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,체육교육과,True,경북대학교,경북대학교,,unknown,,,체육교육과,체육교육과,체육교육과,HC2024_00720,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,체육교육과,체육교육과,교육계열,EDU,True,True,True,True
OC2024_01055,HC2024_00866,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,체육학부 체육학전공,True,경북대학교,경북대학교,,unknown,,,체육학부 체육학전공,체육학부체육학전공,체육체육학,HC2024_00866,경북대학교,경북대학교,본교(제3캠퍼스),본교_제3캠퍼스,제3캠퍼스,본교,체육학부 체육학전공,체육학부체육학전공,예체능계열,ART,True,True,True,True
OC2024_01056,HC2024_00846,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,축산학과,True,경북대학교,경북대학교,,unknown,,,축산학과,축산학과,축산,HC2024_00846,경북대학교,경북대학교,본교(제3캠퍼스),본교_제3캠퍼스,제3캠퍼스,본교,축산학과,축산학과,자연계열,NAT,True,True,True,True
OC2024_01057,HC2024_00861,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,치위생학과,True,경북대학교,경북대학교,,unknown,,,치위생학과,치위생학과,치위생,HC2024_00861,경북대학교,경북대학교,본교(제3캠퍼스),본교_제3캠퍼스,제3캠퍼스,본교,치위생학과,치위생학과,의약계열,MED,True,True,True,True
OC2024_01058,HC2024_00818,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,치의학과,True,경북대학교,경북대학교,,unknown,,,치의학과,치의학과,치의,HC2024_00818,경북대학교,경북대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,치의학과,치의학과,의약계열,MED,True,True,True,True
OC2024_01059,HC2024_00817,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,치의예과,True,경북대학교,경북대학교,,unknown,,,치의예과,치의예과,치의예과,HC2024_00817,경북대학교,경북대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,치의예과,치의예과,의약계열,MED,True,True,True,True
OC2024_01060,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,"컴퓨터학부 | 컴퓨터학부(플랫폼소프트웨어전공, 데이터과학전공) | 컴퓨터학부(글로벌소프트웨어융합전공)",False,경북대학교,경북대학교,,unknown,,,"컴퓨터학부(글로벌소프트웨어융합전공) | 컴퓨터학부(플랫폼소프트웨어전공, 데이터과학전공)",컴퓨터학부글로벌소프트웨어융합전공컴퓨터학부플랫폼소프트웨어전공데이터과학전공,컴퓨터,,,,,,,,,,,,,True,False,
OC2024_01061,HC2024_00755,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,컴퓨터학부 인공지능컴퓨팅전공,True,경북대학교,경북대학교,,unknown,,,컴퓨터학부 인공지능컴퓨팅전공,컴퓨터학부인공지능컴퓨팅전공,컴퓨터인공지능컴퓨팅,HC2024_00755,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,컴퓨터학부 인공지능컴퓨팅전공,컴퓨터학부인공지능컴퓨팅전공,공학계열,ENG,True,True,True,True
OC2024_01062,HC2024_00752,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,컴퓨터학부 플랫폼소프트웨어전공,True,경북대학교,경북대학교,,unknown,,,컴퓨터학부 플랫폼소프트웨어전공,컴퓨터학부플랫폼소프트웨어전공,컴퓨터플랫폼소프트웨어,HC2024_00752,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,컴퓨터학부 플랫폼소프트웨어전공,컴퓨터학부플랫폼소프트웨어전공,공학계열,ENG,True,True,True,True
OC2024_01063,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,토목공학과 | 토목공학과,False,경북대학교,경북대학교,,unknown,,,토목공학과,토목공학과,토목공,,,,,,,,,,,,,True,False,
OC2024_01064,HC2024_00799,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,통계학과,True,경북대학교,경북대학교,,unknown,,,통계학과,통계학과,통계,HC2024_00799,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,통계학과,통계학과,자연계열,NAT,True,True,True,True
OC2024_01065,HC2024_00669,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,한문학과,True,경북대학교,경북대학교,,unknown,,,한문학과,한문학과,한문,HC2024_00669,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,한문학과,한문학과,인문계열,HUM,True,True,True,True
OC2024_01066,HC2024_00696,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,행정학부,True,경북대학교,경북대학교,,unknown,,,행정학부,행정학부,행정,HC2024_00696,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,행정학부,행정학부,사회계열,SOC,True,True,True,True
OC2024_01067,HC2024_00697,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,행정학부 공공관리전공,True,경북대학교,경북대학교,,unknown,,,행정학부 공공관리전공,행정학부공공관리전공,행정공공관리,HC2024_00697,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,행정학부 공공관리전공,행정학부공공관리전공,사회계열,SOC,True,True,True,True
OC2024_01068,HC2024_00698,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,행정학부 공공정책전공,True,경북대학교,경북대학교,,unknown,,,행정학부 공공정책전공,행정학부공공정책전공,행정공공정책,HC2024_00698,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,행정학부 공공정책전공,행정학부공공정책전공,사회계열,SOC,True,True,True,True
OC2024_01069,HC2024_00808,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,혁신신약학과,True,경북대학교,경북대학교,,unknown,,,혁신신약학과,혁신신약학과,혁신신약,HC2024_00808,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,혁신신약학과,혁신신약학과,의약계열,MED,True,True,True,True
OC2024_01070,HC2024_00786,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,화학과,True,경북대학교,경북대학교,,unknown,,,화학과,화학과,화,HC2024_00786,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,화학과,화학과,자연계열,NAT,True,True,True,True
OC2024_01071,HC2024_00758,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,화학공학과,True,경북대학교,경북대학교,,unknown,,,화학공학과,화학공학과,화학공,HC2024_00758,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,화학공학과,화학공학과,공학계열,ENG,True,True,True,True
OC2024_01072,HC2024_00716,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,화학교육과,True,경북대학교,경북대학교,,unknown,,,화학교육과,화학교육과,화학교육과,HC2024_00716,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,화학교육과,화학교육과,교육계열,EDU,True,True,True,True
OC2024_01073,HC2024_00788,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,환경공학과,True,경북대학교,경북대학교,,unknown,,,환경공학과,환경공학과,환경공,HC2024_00788,경북대학교,경북대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,환경공학과,환경공학과,자연계열,NAT,True,True,True,True
OC2024_01074,HC2024_00858,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,환경안전공학과,True,경북대학교,경북대학교,,unknown,,,환경안전공학과,환경안전공학과,환경안,HC2024_00858,경북대학교,경북대학교,본교(제3캠퍼스),본교_제3캠퍼스,제3캠퍼스,본교,환경안전공학과,환경안전공학과,자연계열,NAT,True,True,True,True
OC2024_01075,HC2024_01154,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,AI정보공학과,True,경상국립대학교,경상국립대학교,,unknown,,,AI정보공학과,ai정보공학과,AI정보공,HC2024_01154,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,AI정보공학과,ai정보공학과,공학계열,ENG,True,True,True,True
OC2024_01076,HC2024_01165,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,P&P화학공학전공(공학),True,경상국립대학교,경상국립대학교,,unknown,,,P&P화학공학전공(공학),pp화학공학전공공학,P&P화학공학,HC2024_01165,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,P&P화학공학전공(공학),pp화학공학전공공학,공학계열,ENG,True,True,True,True
OC2024_01077,HC2024_01214,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,간호학과,True,경상국립대학교,경상국립대학교,,unknown,,,간호학과,간호학과,간호,HC2024_01214,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,간호학과,간호학과,의약계열,MED,True,True,True,True
OC2024_01078,HC2024_01111,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,건설시스템공학과,True,경상국립대학교,경상국립대학교,,unknown,,,건설시스템공학과,건설시스템공학과,건설시스템공,HC2024_01111,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,건설시스템공학과,건설시스템공학과,공학계열,ENG,True,True,True,True
OC2024_01079,HC2024_01108,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,건축학과,True,경상국립대학교,경상국립대학교,,unknown,,,건축학과,건축학과,건축,HC2024_01108,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,건축학과,건축학과,공학계열,ENG,True,True,True,True
OC2024_01080,HC2024_01104,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,건축공학과,True,경상국립대학교,경상국립대학교,,unknown,,,건축공학과,건축공학과,건축공,HC2024_01104,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,건축공학과,건축공학과,공학계열,ENG,True,True,True,True
OC2024_01081,HC2024_01106,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,건축공학전공,True,경상국립대학교,경상국립대학교,,unknown,,,건축공학전공,건축공학전공,건축공학,HC2024_01106,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,건축공학전공,건축공학전공,공학계열,ENG,True,True,True,True
OC2024_01082,HC2024_01109,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,건축시스템공학전공,True,경상국립대학교,경상국립대학교,,unknown,,,건축시스템공학전공,건축시스템공학전공,건축시스템공학,HC2024_01109,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,건축시스템공학전공,건축시스템공학전공,공학계열,ENG,True,True,True,True
OC2024_01083,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,경영학과 | 경영학부,False,경상국립대학교,경상국립대학교,,unknown,,,경영학과 | 경영학부,경영학과경영학부,경영,,,,,,,,,,,,,True,False,
OC2024_01084,HC2024_01066,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,경영정보학과,True,경상국립대학교,경상국립대학교,,unknown,,,경영정보학과,경영정보학과,경영정보,HC2024_01066,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,경영정보학과,경영정보학과,사회계열,SOC,True,True,True,True
OC2024_01085,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,경제학과 | 경제학부,False,경상국립대학교,경상국립대학교,,unknown,,,경제학과 | 경제학부,경제학과경제학부,경제,,,,,,,,,,,,,True,False,
OC2024_01086,HC2024_01088,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,교육학과,True,경상국립대학교,경상국립대학교,,unknown,,,교육학과,교육학과,교육,HC2024_01088,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,교육학과,교육학과,교육계열,EDU,True,True,True,True
OC2024_01087,HC2024_01090,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,국어교육과,True,경상국립대학교,경상국립대학교,,unknown,,,국어교육과,국어교육과,국어교육과,HC2024_01090,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,국어교육과,국어교육과,교육계열,EDU,True,True,True,True
OC2024_01088,HC2024_01052,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,국어국문학과,True,경상국립대학교,경상국립대학교,,unknown,,,국어국문학과,국어국문학과,국어국문,HC2024_01052,경상국립대학교,경상국립대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,국어국문학과,국어국문학과,인문계열,HUM,True,True,True,True
OC2024_01089,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,국제통상전공 | 국제통상학과 | 국제통상학부,False,경상국립대학교,경상국립대학교,,unknown,,,국제통상전공 | 국제통상학과 | 국제통상학부,국제통상전공국제통상학과국제통상학부,국제통상,,,,,,,,,,,,,True,False,
